trip_id,odometer_after_trip,recorded_at
TRP-00147,290336,2022-07-19 08:45
TRP-00148,290550,2022-07-20 16:30
TRP-00149,253487,2022-07-19 15:05
TRP-00150,226917,2022-07-20 18:32
TRP-00151,209134,2022-07-19 17:54
TRP-00152,209252,2022-07-19 08:13
TRP-00153,180364,2022-07-21 17:13
TRP-00154,394817,2022-07-21 08:23
TRP-00155,367615,2022-07-20 09:40
TRP-00156,253539,2022-07-20 14:55
TRP-00157,209864,2022-07-22 12:27
TRP-00158,180578,2022-07-21 13:24
TRP-00159,290668,2022-07-21 16:57
TRP-00160,290935,2022-07-22 13:11
TRP-00161,265055,2022-07-21 16:43
TRP-00162,254011,2022-07-22 09:23
TRP-00163,367667,2022-07-22 19:52
TRP-00164,310505,2022-07-23 06:10
TRP-00165,291181,2022-07-23 19:52
TRP-00166,265527,2022-07-23 07:30
TRP-00167,254160,2022-07-22 14:21
TRP-00168,254374,2022-07-23 18:56
TRP-00169,254523,2022-07-22 06:39
TRP-00170,227029,2022-07-22 17:48
TRP-00171,181050,2022-07-23 17:10
TRP-00172,394869,2022-07-23 10:19
TRP-00173,341476,2022-07-23 19:05
TRP-00174,310654,2022-07-23 15:19
TRP-00175,291293,2022-07-23 18:48
TRP-00176,254737,2022-07-25 14:07
TRP-00177,227243,2022-07-24 08:27
TRP-00178,227457,2022-07-24 15:04
TRP-00179,227606,2022-07-23 15:48
TRP-00180,209916,2022-07-23 19:54
TRP-00181,181162,2022-07-23 16:44
TRP-00182,291405,2022-07-24 11:08
TRP-00183,265741,2022-07-25 07:47
TRP-00184,227820,2022-07-25 19:12
TRP-00185,228066,2022-07-25 12:46
TRP-00186,394987,2022-07-25 15:46
TRP-00187,341625,2022-07-25 08:39
TRP-00188,342097,2022-07-26 13:53
TRP-00189,292017,2022-07-27 19:01
TRP-00190,265793,2022-07-25 08:55
TRP-00191,254983,2022-07-26 16:52
TRP-00192,255455,2022-07-26 19:52
TRP-00193,255669,2022-07-26 16:03
TRP-00194,228538,2022-07-26 16:59
TRP-00195,228650,2022-07-25 15:59
TRP-00196,210388,2022-07-26 12:21
TRP-00197,210860,2022-07-26 08:39
TRP-00198,211127,2022-07-26 13:28
TRP-00199,181214,2022-07-25 06:05
TRP-00200,367719,2022-07-26 12:18
TRP-00201,342209,2022-07-26 08:49
TRP-00202,310706,2022-07-26 14:48
TRP-00203,292129,2022-07-26 11:45
TRP-00204,265905,2022-07-26 10:14
TRP-00205,266377,2022-07-27 13:49
TRP-00206,266526,2022-07-26 11:41
TRP-00207,256281,2022-07-28 13:09
TRP-00208,229262,2022-07-28 06:46
TRP-00209,211739,2022-07-28 14:28
TRP-00210,395136,2022-07-27 06:06
TRP-00211,310952,2022-07-28 17:43
TRP-00212,311564,2022-07-29 16:35
TRP-00213,311713,2022-07-27 16:03
TRP-00214,312185,2022-07-28 13:56
TRP-00215,292343,2022-07-28 09:31
TRP-00216,256333,2022-07-27 09:18
TRP-00217,256945,2022-07-29 10:22
TRP-00218,257417,2022-07-28 19:05
TRP-00219,229734,2022-07-28 16:22
TRP-00220,229846,2022-07-27 15:06
TRP-00221,229958,2022-07-27 19:17
TRP-00222,230107,2022-07-27 11:30
TRP-00223,181326,2022-07-27 13:24
TRP-00224,181540,2022-07-28 09:47
TRP-00225,395382,2022-07-29 12:21
TRP-00226,368331,2022-07-30 17:39
TRP-00227,342423,2022-07-29 19:47
TRP-00228,266772,2022-07-29 09:12
TRP-00229,257566,2022-07-28 07:52
TRP-00230,257678,2022-07-28 12:46
TRP-00231,230321,2022-07-29 08:29
TRP-00232,230588,2022-07-29 12:59
TRP-00233,211888,2022-07-28 17:34
TRP-00234,181652,2022-07-28 10:50
TRP-00235,395596,2022-07-31 11:04
TRP-00236,368943,2022-07-31 08:30
TRP-00237,266921,2022-07-29 11:55
TRP-00238,312399,2022-07-31 17:53
TRP-00239,312613,2022-07-31 09:42
TRP-00240,267393,2022-07-31 06:27
TRP-00241,257945,2022-07-31 06:14
TRP-00242,181801,2022-07-30 11:41
TRP-00243,182047,2022-07-31 14:21
TRP-00244,267505,2022-07-31 14:30
TRP-00245,230855,2022-08-01 09:28
TRP-00246,369555,2022-08-03 09:02
TRP-00247,343035,2022-08-03 14:40
TRP-00248,343184,2022-08-01 09:25
TRP-00249,292395,2022-08-01 17:03
TRP-00251,395745,2022-08-02 10:06
TRP-00252,343333,2022-08-02 18:20
TRP-00253,312880,2022-08-03 11:27
TRP-00254,267977,2022-08-03 11:08
TRP-00255,230967,2022-08-02 11:07
TRP-00256,211940,2022-08-02 11:45
TRP-00257,212186,2022-08-03 18:50
TRP-00258,292507,2022-08-03 14:49
TRP-00259,292559,2022-08-03 19:06
TRP-00260,292611,2022-08-03 15:38
TRP-00261,268589,2022-08-05 18:53
TRP-00262,257997,2022-08-03 18:55
TRP-00263,231079,2022-08-03 12:11
TRP-00264,231191,2022-08-03 11:25
TRP-00265,212298,2022-08-03 11:29
TRP-00266,212350,2022-08-03 06:49
TRP-00267,182314,2022-08-04 17:16
TRP-00268,369704,2022-08-04 18:16
TRP-00269,343945,2022-08-06 17:34
TRP-00270,312932,2022-08-04 16:11
TRP-00271,313146,2022-08-05 12:12
TRP-00272,293083,2022-08-05 12:56
TRP-00273,268701,2022-08-04 10:48
TRP-00274,268850,2022-08-04 19:51
TRP-00275,258109,2022-08-04 10:57
TRP-00276,258161,2022-08-04 13:06
TRP-00277,258633,2022-08-05 16:58
TRP-00278,231405,2022-08-05 15:27
TRP-00279,212617,2022-08-05 08:52
TRP-00280,212766,2022-08-04 07:37
TRP-00281,213378,2022-08-06 17:30
TRP-00282,213850,2022-08-05 19:49
TRP-00283,214117,2022-08-05 16:58
TRP-00284,182528,2022-08-06 14:45
TRP-00285,369971,2022-08-06 14:11
TRP-00286,370023,2022-08-05 06:43
TRP-00287,231517,2022-08-05 11:06
TRP-00288,231784,2022-08-06 17:55
TRP-00289,232051,2022-08-06 12:25
TRP-00290,214266,2022-08-05 14:45
TRP-00291,395894,2022-08-06 15:18
TRP-00292,370075,2022-08-06 16:32
TRP-00293,293232,2022-08-06 06:34
TRP-00294,259105,2022-08-07 14:31
TRP-00295,259157,2022-08-06 06:18
TRP-00296,182677,2022-08-06 11:34
TRP-00297,370127,2022-08-07 13:27
TRP-00298,370276,2022-08-07 18:17
TRP-00299,370388,2022-08-07 06:51
TRP-00300,344557,2022-08-09 19:32
TRP-00301,345029,2022-08-08 08:58
TRP-00302,293344,2022-08-07 16:55
TRP-00303,293590,2022-08-08 16:52
TRP-00304,268962,2022-08-07 13:53
TRP-00305,259209,2022-08-07 12:05
TRP-00306,396506,2022-08-10 10:33
TRP-00307,396752,2022-08-09 13:40
TRP-00308,370500,2022-08-08 16:53
TRP-00309,370552,2022-08-08 14:55
TRP-00310,371164,2022-08-10 14:22
TRP-00311,313360,2022-08-09 08:56
TRP-00312,293857,2022-08-09 19:25
TRP-00313,269074,2022-08-08 18:21
TRP-00314,259358,2022-08-08 09:38
TRP-00315,259572,2022-08-09 07:04
TRP-00316,232265,2022-08-09 07:21
TRP-00317,232317,2022-08-08 07:11
TRP-00318,232531,2022-08-09 09:00
TRP-00319,396901,2022-08-09 10:02
TRP-00320,397050,2022-08-09 08:07
TRP-00321,313574,2022-08-10 14:39
TRP-00322,313626,2022-08-09 19:42
TRP-00323,293909,2022-08-09 15:07
TRP-00324,269223,2022-08-09 19:51
TRP-00325,232798,2022-08-10 10:02
TRP-00326,214318,2022-08-09 13:01
TRP-00327,397264,2022-08-11 12:36
TRP-00328,371216,2022-08-10 14:46
TRP-00329,294521,2022-08-12 17:14
TRP-00330,269695,2022-08-11 14:51
TRP-00331,260184,2022-08-12 19:51
TRP-00332,232947,2022-08-10 14:34
TRP-00333,214467,2022-08-10 06:56
TRP-00334,214681,2022-08-12 19:12
TRP-00335,214799,2022-08-10 12:36
TRP-00336,345141,2022-08-11 13:14
TRP-00337,294633,2022-08-11 13:45
TRP-00338,269807,2022-08-11 14:20
TRP-00339,270021,2022-08-12 10:36
TRP-00340,232999,2022-08-11 10:23
TRP-00341,233148,2022-08-11 11:21
TRP-00342,215066,2022-08-12 14:28
TRP-00343,397413,2022-08-12 12:47
TRP-00344,371462,2022-08-13 08:45
TRP-00345,345613,2022-08-13 15:02
TRP-00346,314238,2022-08-14 15:39
TRP-00347,294782,2022-08-12 10:49
TRP-00348,270493,2022-08-13 17:19
TRP-00349,260333,2022-08-12 12:55
TRP-00350,260482,2022-08-12 13:45
TRP-00351,233394,2022-08-13 09:50
TRP-00352,233506,2022-08-12 11:42
TRP-00353,182891,2022-08-13 15:21
TRP-00354,294996,2022-08-14 15:35
TRP-00355,233752,2022-08-14 19:20
TRP-00356,183503,2022-08-15 13:12
TRP-00357,398025,2022-08-16 07:03
TRP-00358,371574,2022-08-14 16:30
TRP-00359,345880,2022-08-15 14:24
TRP-00360,314505,2022-08-15 08:43
TRP-00361,295145,2022-08-14 15:50
TRP-00362,295197,2022-08-14 09:30
TRP-00363,295809,2022-08-16 17:01
TRP-00364,270739,2022-08-15 08:34
TRP-00365,271211,2022-08-15 11:46
TRP-00366,271425,2022-08-16 18:14
TRP-00367,234364,2022-08-16 10:04
TRP-00368,346094,2022-08-16 07:24
TRP-00369,314772,2022-08-16 15:30
TRP-00370,296023,2022-08-16 14:12
TRP-00371,271477,2022-08-15 16:40
TRP-00372,272089,2022-08-17 06:31
TRP-00373,215312,2022-08-16 12:27
TRP-00374,371820,2022-08-17 08:04
TRP-00375,346206,2022-08-16 08:15
TRP-00376,346818,2022-08-18 15:50
TRP-00377,296172,2022-08-16 11:11
TRP-00378,296224,2022-08-16 08:36
TRP-00379,272356,2022-08-17 06:47
TRP-00380,272968,2022-08-18 11:44
TRP-00381,260534,2022-08-16 11:29
TRP-00382,260683,2022-08-16 12:59
TRP-00383,260795,2022-08-16 17:20
TRP-00384,261407,2022-08-18 11:59
TRP-00385,234513,2022-08-16 19:59
TRP-00386,234985,2022-08-17 07:40
TRP-00387,215924,2022-08-18 15:55
TRP-00388,216138,2022-08-18 14:58
TRP-00389,183652,2022-08-16 15:10
TRP-00390,346870,2022-08-17 10:21
TRP-00391,296470,2022-08-18 09:40
TRP-00392,273440,2022-08-18 13:19
TRP-00393,261459,2022-08-17 09:07
TRP-00394,261511,2022-08-17 12:51
TRP-00395,261660,2022-08-17 14:31
TRP-00396,235597,2022-08-19 08:17
TRP-00397,216250,2022-08-17 14:06
TRP-00398,372034,2022-08-19 09:48
TRP-00399,347019,2022-08-18 18:18
TRP-00400,347286,2022-08-19 09:48
TRP-00401,347898,2022-08-20 13:02
TRP-00402,314986,2022-08-19 14:37
TRP-00403,296942,2022-08-19 07:30
TRP-00404,235649,2022-08-18 13:30
TRP-00405,235761,2022-08-18 18:13
TRP-00406,216496,2022-08-19 14:00
TRP-00407,216763,2022-08-19 09:22
TRP-00408,348370,2022-08-20 17:39
TRP-00409,315038,2022-08-19 17:22
TRP-00410,274052,2022-08-21 10:03
TRP-00411,261772,2022-08-19 09:40
TRP-00412,236373,2022-08-21 11:13
TRP-00413,216815,2022-08-19 14:02
TRP-00414,216933,2022-08-19 18:55
TRP-00415,183704,2022-08-19 08:36
TRP-00416,348616,2022-08-21 08:01
TRP-00417,315305,2022-08-21 11:09
TRP-00418,261890,2022-08-20 06:58
TRP-00419,262039,2022-08-20 10:37
TRP-00420,262253,2022-08-21 18:49
TRP-00421,262365,2022-08-20 14:49
TRP-00422,262977,2022-08-22 15:03
TRP-00423,236522,2022-08-20 11:24
TRP-00424,236994,2022-08-21 08:50
TRP-00425,216985,2022-08-20 12:18
TRP-00426,398292,2022-08-22 17:07
TRP-00427,398506,2022-08-22 11:03
TRP-00428,348734,2022-08-21 16:19
TRP-00429,297209,2022-08-22 13:38
TRP-00430,297821,2022-08-23 13:49
TRP-00431,217134,2022-08-21 12:36
TRP-00432,372086,2022-08-22 07:06
TRP-00433,348852,2022-08-22 07:44
TRP-00434,315777,2022-08-23 12:38
TRP-00435,297939,2022-08-22 09:37
TRP-00436,297991,2022-08-22 14:00
TRP-00437,183918,2022-08-23 18:25
TRP-00438,398655,2022-08-23 08:42
TRP-00439,372300,2022-08-24 11:17
TRP-00440,349001,2022-08-23 06:27
TRP-00441,298103,2022-08-23 07:21
TRP-00442,274664,2022-08-25 18:04
TRP-00443,274776,2022-08-23 08:41
TRP-00444,263449,2022-08-24 07:33
TRP-00445,217606,2022-08-24 17:28
TRP-00446,398767,2022-08-24 18:17
TRP-00447,372912,2022-08-26 17:47
TRP-00448,373158,2022-08-25 19:02
TRP-00449,298215,2022-08-24 13:05
TRP-00450,298267,2022-08-24 08:50
TRP-00451,263501,2022-08-24 18:42
TRP-00452,217658,2022-08-24 13:45
TRP-00453,399239,2022-08-26 12:55
TRP-00454,373425,2022-08-26 07:13
TRP-00455,315926,2022-08-25 12:24
TRP-00456,316398,2022-08-26 15:48
TRP-00457,274888,2022-08-25 16:56
TRP-00458,263613,2022-08-25 10:07
TRP-00459,237606,2022-08-27 13:00
TRP-00460,218130,2022-08-26 06:40
TRP-00461,184067,2022-08-25 17:38
TRP-00462,275500,2022-08-28 08:02
TRP-00463,237820,2022-08-27 09:04
TRP-00464,238292,2022-08-27 09:17
TRP-00465,373537,2022-08-27 11:48
TRP-00466,316510,2022-08-27 15:11
TRP-00467,276112,2022-08-29 14:58
TRP-00468,238404,2022-08-27 15:15
TRP-00469,218742,2022-08-29 17:04
TRP-00470,218891,2022-08-27 14:29
TRP-00471,219040,2022-08-27 06:04
TRP-00472,349613,2022-08-30 07:11
TRP-00473,316724,2022-08-29 07:42
TRP-00474,316776,2022-08-28 17:28
TRP-00475,316828,2022-08-28 11:55
TRP-00476,298416,2022-08-28 16:50
TRP-00477,298528,2022-08-28 06:33
TRP-00478,349665,2022-08-29 15:17
TRP-00479,276379,2022-08-30 15:56
TRP-00480,238671,2022-08-30 08:02
TRP-00481,239143,2022-08-30 15:56
TRP-00482,219152,2022-08-29 11:48
TRP-00483,373751,2022-08-31 17:07
TRP-00484,349777,2022-08-30 14:42
TRP-00485,316880,2022-08-30 17:27
TRP-00486,298795,2022-08-31 13:17
TRP-00487,276491,2022-08-30 18:35
TRP-00488,219264,2022-08-30 08:37
TRP-00489,373900,2022-08-31 19:07
TRP-00490,317352,2022-09-01 11:49
TRP-00491,317566,2022-09-01 11:30
TRP-00492,276640,2022-08-31 07:13
TRP-00493,219376,2022-08-31 10:38
TRP-00494,219848,2022-09-01 14:11
TRP-00495,219997,2022-08-31 16:47
TRP-00496,184119,2022-08-31 19:14
TRP-00497,399291,2022-09-01 18:58
TRP-00498,399440,2022-09-01 15:15
TRP-00499,374167,2022-09-02 12:30
TRP-00500,349889,2022-09-01 12:53
TRP-00501,317715,2022-09-01 10:24
TRP-00502,299062,2022-09-02 12:43
TRP-00503,220049,2022-09-01 11:42
TRP-00504,184268,2022-09-01 19:15
TRP-00505,164852,2022-09-01 14:02
TRP-00506,165324,2022-09-02 08:53
TRP-00507,399552,2022-09-02 09:20
TRP-00508,374219,2022-09-02 19:28
TRP-00509,350361,2022-09-03 16:26
TRP-00510,317961,2022-09-03 12:28
TRP-00511,299276,2022-09-03 16:43
TRP-00512,276854,2022-09-03 07:18
TRP-00513,220198,2022-09-02 11:22
TRP-00514,399664,2022-09-03 14:12
TRP-00515,399813,2022-09-03 14:19
TRP-00516,374271,2022-09-03 18:49
TRP-00517,374383,2022-09-03 07:27
TRP-00518,350473,2022-09-03 17:46
TRP-00519,318110,2022-09-03 10:20
TRP-00520,299328,2022-09-03 11:35
TRP-00521,277003,2022-09-03 06:36
TRP-00522,263880,2022-09-04 10:12
TRP-00523,220310,2022-09-03 11:31
TRP-00524,220782,2022-09-04 10:40
TRP-00525,374995,2022-09-06 14:02
TRP-00526,263932,2022-09-04 12:46
TRP-00527,239195,2022-09-04 15:55
TRP-00528,220931,2022-09-04 18:48
TRP-00529,221543,2022-09-06 06:01
TRP-00530,221655,2022-09-04 13:14
TRP-00531,165473,2022-09-04 15:30
TRP-00532,400059,2022-09-06 18:43
TRP-00533,375241,2022-09-06 18:21
TRP-00534,350525,2022-09-05 14:43
TRP-00535,318722,2022-09-07 11:33
TRP-00536,319194,2022-09-06 09:24
TRP-00537,319666,2022-09-06 11:00
TRP-00538,299800,2022-09-06 14:25
TRP-00539,277121,2022-09-05 17:40
TRP-00540,239307,2022-09-05 19:43
TRP-00541,221767,2022-09-05 06:22
TRP-00542,165687,2022-09-06 14:57
TRP-00543,400111,2022-09-06 17:31
TRP-00544,351137,2022-09-08 19:16
TRP-00545,300272,2022-09-07 09:35
TRP-00546,300486,2022-09-07 11:19
TRP-00547,301098,2022-09-08 13:41
TRP-00548,264081,2022-09-07 09:59
TRP-00549,264133,2022-09-06 06:21
TRP-00550,222034,2022-09-07 17:15
TRP-00551,165739,2022-09-06 08:04
TRP-00552,166211,2022-09-07 14:55
TRP-00553,400223,2022-09-07 13:01
TRP-00554,264185,2022-09-07 06:31
TRP-00555,222646,2022-09-09 08:33
TRP-00556,222698,2022-09-07 11:05
TRP-00557,184417,2022-09-07 19:34
TRP-00558,166683,2022-09-08 14:24
TRP-00559,166795,2022-09-07 14:54
TRP-00560,167407,2022-09-09 09:28
TRP-00561,351609,2022-09-09 15:58
TRP-00562,319933,2022-09-09 13:07
TRP-00563,264297,2022-09-08 16:21
TRP-00564,222944,2022-09-09 11:10
TRP-00565,277173,2022-09-09 19:33
TRP-00566,277225,2022-09-09 08:29
TRP-00567,264511,2022-09-10 15:38
TRP-00568,264563,2022-09-09 16:58
TRP-00569,167653,2022-09-10 19:46
TRP-00570,168125,2022-09-10 08:00
TRP-00571,375713,2022-09-11 14:45
TRP-00572,301365,2022-09-11 09:54
TRP-00573,239456,2022-09-10 06:03
TRP-00574,184631,2022-09-11 15:08
TRP-00575,277837,2022-09-13 15:35
TRP-00576,239928,2022-09-12 13:14
TRP-00577,223556,2022-09-13 08:11
TRP-00578,168243,2022-09-11 10:33
TRP-00579,351823,2022-09-13 08:23
TRP-00580,351875,2022-09-12 07:46
TRP-00581,320405,2022-09-13 07:36
TRP-00582,277889,2022-09-12 13:54
TRP-00583,264830,2022-09-13 10:40
TRP-00584,240077,2022-09-12 10:06
TRP-00585,240189,2022-09-12 15:33
TRP-00586,223802,2022-09-13 13:04
TRP-00587,375765,2022-09-13 14:58
TRP-00588,351927,2022-09-13 16:27
TRP-00589,301477,2022-09-13 07:09
TRP-00590,301595,2022-09-13 10:30
TRP-00591,278501,2022-09-15 10:34
TRP-00592,265097,2022-09-14 09:49
TRP-00593,240301,2022-09-13 15:23
TRP-00594,240547,2022-09-14 19:38
TRP-00595,240696,2022-09-13 06:28
TRP-00596,241308,2022-09-15 07:51
TRP-00597,223920,2022-09-13 16:45
TRP-00598,224392,2022-09-14 14:21
TRP-00599,184743,2022-09-13 12:01
TRP-00600,184795,2022-09-13 19:29
TRP-00601,168295,2022-09-13 17:17
TRP-00602,168444,2022-09-13 15:08
TRP-00603,168593,2022-09-13 07:20
TRP-00604,376011,2022-09-15 06:26
TRP-00605,352173,2022-09-15 14:57
TRP-00606,320619,2022-09-15 07:37
TRP-00607,301707,2022-09-14 12:58
TRP-00608,278553,2022-09-14 16:58
TRP-00609,278767,2022-09-15 16:28
TRP-00610,241575,2022-09-15 17:23
TRP-00611,241842,2022-09-15 13:24
TRP-00612,242056,2022-09-15 18:08
TRP-00613,168645,2022-09-14 19:53
TRP-00614,321231,2022-09-17 06:46
TRP-00615,301953,2022-09-16 09:38
TRP-00616,302220,2022-09-16 15:16
TRP-00617,279239,2022-09-16 12:04
TRP-00618,242205,2022-09-15 06:38
TRP-00619,242354,2022-09-15 16:01
TRP-00620,242621,2022-09-16 13:11
TRP-00621,224444,2022-09-15 08:45
TRP-00622,185267,2022-09-16 08:09
TRP-00623,168859,2022-09-16 18:38
TRP-00624,400372,2022-09-16 07:43
TRP-00625,352322,2022-09-16 06:32
TRP-00626,321343,2022-09-16 13:59
TRP-00627,321589,2022-09-17 11:43
TRP-00628,321701,2022-09-16 13:59
TRP-00629,321813,2022-09-16 14:23
TRP-00630,279453,2022-09-18 08:43
TRP-00631,242835,2022-09-17 14:44
TRP-00632,185534,2022-09-17 08:53
TRP-00633,168971,2022-09-16 09:58
TRP-00634,321865,2022-09-17 14:37
TRP-00635,302434,2022-09-18 18:36
TRP-00636,302701,2022-09-18 15:27
TRP-00637,265209,2022-09-17 06:10
TRP-00638,265321,2022-09-17 16:39
TRP-00639,265588,2022-09-18 09:23
TRP-00640,242887,2022-09-17 14:28
TRP-00641,169443,2022-09-18 17:56
TRP-00642,352374,2022-09-18 19:32
TRP-00643,322477,2022-09-20 19:34
TRP-00644,302753,2022-09-18 16:40
TRP-00645,302865,2022-09-18 19:30
TRP-00646,279565,2022-09-18 07:18
TRP-00647,224916,2022-09-19 14:56
TRP-00648,169495,2022-09-18 18:14
TRP-00649,169644,2022-09-18 13:39
TRP-00650,352846,2022-09-21 16:35
TRP-00651,302977,2022-09-19 16:47
TRP-00652,303126,2022-09-19 16:02
TRP-00653,225130,2022-09-20 09:41
TRP-00654,352958,2022-09-20 06:04
TRP-00655,322744,2022-09-21 09:55
TRP-00656,303238,2022-09-20 06:25
TRP-00657,279677,2022-09-20 17:06
TRP-00658,265802,2022-09-21 10:37
TRP-00659,400844,2022-09-22 18:36
TRP-00660,376123,2022-09-21 12:52
TRP-00661,353010,2022-09-21 11:48
TRP-00662,322893,2022-09-21 14:11
TRP-00663,303387,2022-09-21 11:36
TRP-00664,303499,2022-09-21 08:42
TRP-00665,243499,2022-09-23 07:25
